	Rumpun Ilmu	Rumpun Ilmu (Bahasa Inggris)	Pohon Ilmu	Pohon Ilmu (Bahasa Inggris)	Cabang Ilmu	Cabang Ilmu (Bahasa Inggris)
34	RUMPUN ILMU HUMANIORA	HUMANITIES	SENI	ARTS	PENCIPTAAN SENI	ARTS CREATION
35	RUMPUN ILMU HUMANIORA	HUMANITIES	SENI	ARTS	ANGKLUNG DAN MUSIK BAMBU	ANGKLUNG AND BAMBOO MUSIC
36	RUMPUN ILMU HUMANIORA	HUMANITIES	SENI	ARTS	ANTROPOLOGI TARI	ETHNOCHOREOLOGY
37	RUMPUN ILMU HUMANIORA	HUMANITIES	SENI	ARTS	FILM	FILM
38	RUMPUN ILMU HUMANIORA	HUMANITIES	SENI	ARTS	TEATER RAKYAT	FOLK ART THEATER
39	RUMPUN ILMU HUMANIORA	HUMANITIES	SENI	ARTS	TEATER	THEATRE
40	RUMPUN ILMU HUMANIORA	HUMANITIES	SENI	ARTS	TEATER MUSIKAL	MUSICAL THEATER
41	RUMPUN ILMU HUMANIORA	HUMANITIES	SENI	ARTS	TATA KELOLA SENI	ARTS MANAGEMENT
42	RUMPUN ILMU HUMANIORA	HUMANITIES	SUSASTRA ATAU SASTRA	LITERATURE	SASTRA INDONESIA	INDONESIAN LITERATURE
43	RUMPUN ILMU HUMANIORA	HUMANITIES	SUSASTRA ATAU SASTRA	LITERATURE	SASTRA JAWA KUNO	ANCIENT JAVANESE LITERATURE
44	RUMPUN ILMU HUMANIORA	HUMANITIES	SUSASTRA ATAU SASTRA	LITERATURE	SASTRA SUNDA	SUNDANESE LITERATURE
45	RUMPUN ILMU HUMANIORA	HUMANITIES	SUSASTRA ATAU SASTRA	LITERATURE	STUDI PERBANDINGAN LITERATUR	COMPARATIVE LITERATURE
46	RUMPUN ILMU HUMANIORA	HUMANITIES	SUSASTRA ATAU SASTRA	LITERATURE	SASTRA RUSIA	RUSSIAN LITERATURE
1	RUMPUN ILMU HUMANIORA	HUMANITIES	SUSASTRA ATAU SASTRA	LITERATURE	SUSASTRA ATAU SASTRA	LITERATURE
2	RUMPUN ILMU HUMANIORA	HUMANITIES	SUSASTRA ATAU SASTRA	LITERATURE	KAJIAN SASTRA DAN BUDAYA	LITERATURE AND CULTURAL STUDIES
3	RUMPUN ILMU HUMANIORA	HUMANITIES	SUSASTRA ATAU SASTRA	LITERATURE	SASTRA ACEH	ACEH LITERATURE
4	RUMPUN ILMU HUMANIORA	HUMANITIES	SUSASTRA ATAU SASTRA	LITERATURE	SASTRA ARAB	ARABIC LITERATURE
5	RUMPUN ILMU HUMANIORA	HUMANITIES	SUSASTRA ATAU SASTRA	LITERATURE	SASTRA BALI	BALINESE LITERATURE
6	RUMPUN ILMU HUMANIORA	HUMANITIES	SUSASTRA ATAU SASTRA	LITERATURE	SASTRA BATAK	BATAK LITERATURE
7	RUMPUN ILMU HUMANIORA	HUMANITIES	SUSASTRA ATAU SASTRA	LITERATURE	SASTRA JAWA	JAVANESE LITERATURE
8	RUMPUN ILMU HUMANIORA	HUMANITIES	SUSASTRA ATAU SASTRA	LITERATURE	SASTRA JEPANG	JAPANESE LITERATURE
9	RUMPUN ILMU HUMANIORA	HUMANITIES	SUSASTRA ATAU SASTRA	LITERATURE	SASTRA KOREA	KOREAN LITERATURE
10	RUMPUN ILMU HUMANIORA	HUMANITIES	SUSASTRA ATAU SASTRA	LITERATURE	SASTRA MELAYU	MALAY LITERATURE
11	RUMPUN ILMU HUMANIORA	HUMANITIES	SUSASTRA ATAU SASTRA	LITERATURE	SASTRA MINANGKABAU	MINANGKABAU LITERATURE
12	RUMPUN ILMU HUMANIORA	HUMANITIES	SUSASTRA ATAU SASTRA	LITERATURE	SASTRA BELANDA	DUTCH LITERATURE
13	RUMPUN ILMU HUMANIORA	HUMANITIES	SUSASTRA ATAU SASTRA	LITERATURE	SASTRA BUGIS	BUGIS LITERATURE
14	RUMPUN ILMU HUMANIORA	HUMANITIES	SUSASTRA ATAU SASTRA	LITERATURE	SASTRA INGGRIS	ENGLISH LITERATURE
15	RUMPUN ILMU HUMANIORA	HUMANITIES	SUSASTRA ATAU SASTRA	LITERATURE	SASTRA PERANCIS	FRANCE LITERATURE
16	RUMPUN ILMU HUMANIORA	HUMANITIES	SUSASTRA ATAU SASTRA	LITERATURE	SASTRA JERMAN	GERMAN LITERATURE
1	RUMPUN ILMU SOSIAL	SOCIAL SCIENCES	EKONOMI	ECONOMICS	KEUANGAN ISLAM	ISLAMIC FINANCE
2	RUMPUN ILMU SOSIAL	SOCIAL SCIENCES	EKONOMI	ECONOMICS	ANALISIS KEUANGAN	FINANCIAL ANALYSIS
3	RUMPUN ILMU SOSIAL	SOCIAL SCIENCES	EKONOMI	ECONOMICS	EKONOMI, KEUANGAN DAN PERBANKAN	ECONOMICS, FINANCE AND BANKING
4	RUMPUN ILMU SOSIAL	SOCIAL SCIENCES	EKONOMI	ECONOMICS	EKONOMI DAN KEUANGAN ISLAM	ISLAMIC ECONOMICS AND FINANCE
5	RUMPUN ILMU SOSIAL	SOCIAL SCIENCES	EKONOMI	ECONOMICS	EKONOMI KEPENDUDUKAN DAN KETENAGAKERJAAN	LABOR AND POPULATION ECONOMICS
6	RUMPUN ILMU SOSIAL	SOCIAL SCIENCES	EKONOMI	ECONOMICS	EKONOMI TERAPAN	APPLIED ECONOMICS
7	RUMPUN ILMU SOSIAL	SOCIAL SCIENCES	EKONOMI	ECONOMICS	EKONOMI SUMBER KELAUTAN	MARINE RESOURCE ECONOMICS
8	RUMPUN ILMU SOSIAL	SOCIAL SCIENCES	EKONOMI	ECONOMICS	EKONOMI SUMBER DAYA	RESOURCE ECONOMICS
9	RUMPUN ILMU SOSIAL	SOCIAL SCIENCES	EKONOMI	ECONOMICS	EKONOMI PEMBANGUNAN	DEVELOPMENT ECONOMICS
10	RUMPUN ILMU SOSIAL	SOCIAL SCIENCES	EKONOMI	ECONOMICS	EKONOMI	ECONOMICS
11	RUMPUN ILMU SOSIAL	SOCIAL SCIENCES	EKONOMI	ECONOMICS	KEUANGAN MIKRO	MICROFINANCE
12	RUMPUN ILMU SOSIAL	SOCIAL SCIENCES	EKONOMI	ECONOMICS	PEMBANGUNAN EKONOMI KEWILAYAHAN	REGIONAL ECONOMIC DEVELOPMENT
13	RUMPUN ILMU SOSIAL	SOCIAL SCIENCES	EKONOMI	ECONOMICS	PRAKTIK KEUANGAN ISLAM	ISLAMIC FINANCE PRACTICES
14	RUMPUN ILMU SOSIAL	SOCIAL SCIENCES	EKONOMI	ECONOMICS	KEUANGAN PUBLIK	PUBLIC FINANCE
15	RUMPUN ILMU SOSIAL	SOCIAL SCIENCES	EKONOMI	ECONOMICS	KEUANGAN ISLAM TERAPAN	APPLIED ISLAMIC FINANCE
16	RUMPUN ILMU SOSIAL	SOCIAL SCIENCES	EKONOMI	ECONOMICS	EKONOMI KOPERASI	CO-OPERATIVE ECONOMICS
17	RUMPUN ILMU SOSIAL	SOCIAL SCIENCES	EKONOMI	ECONOMICS	EKONOMI SYARIAH	ISLAMIC ECONOMICS
18	RUMPUN ILMU SOSIAL	SOCIAL SCIENCES	PERTAHANAN	DEFENSE	STRATEGI PERTAHANAN LAUT	MARITIME DEFENSE STRATEGY
19	RUMPUN ILMU SOSIAL	SOCIAL SCIENCES	PERTAHANAN	DEFENSE	STRATEGI PERTAHANAN DARAT	LAND DEFENSE STRATEGY
20	RUMPUN ILMU SOSIAL	SOCIAL SCIENCES	PERTAHANAN	DEFENSE	STRATEGI PERANG SEMESTA	TOTAL DEFENSE STRATEGY
21	RUMPUN ILMU SOSIAL	SOCIAL SCIENCES	PERTAHANAN	DEFENSE	STRATEGI DAN KAMPANYE MILITER	MILITARY STRATEGY AND CAMPAIGN
22	RUMPUN ILMU SOSIAL	SOCIAL SCIENCES	PERTAHANAN	DEFENSE	MANAJEMEN BENCANA UNTUK KEAMANAN NASIONAL	DISASTER MANAGEMENT FOR NATIONAL SECURITY
23	RUMPUN ILMU SOSIAL	SOCIAL SCIENCES	PERTAHANAN	DEFENSE	PEPERANGAN ASIMETRIK	ASYMMETRIC WARFARE
24	RUMPUN ILMU SOSIAL	SOCIAL SCIENCES	PERTAHANAN	DEFENSE	MANAJEMEN PERTAHANAN	DEFENSE MANAGEMENT
25	RUMPUN ILMU SOSIAL	SOCIAL SCIENCES	PERTAHANAN	DEFENSE	KETAHANAN MARITIM	MARITIME DEFENSE
26	RUMPUN ILMU SOSIAL	SOCIAL SCIENCES	PERTAHANAN	DEFENSE	KEAMANAN ENERGI	ENERGY SECURITY
27	RUMPUN ILMU SOSIAL	SOCIAL SCIENCES	PERTAHANAN	DEFENSE	EKONOMI PERTAHANAN	DEFENSE ECONOMICS
28	RUMPUN ILMU SOSIAL	SOCIAL SCIENCES	PERTAHANAN	DEFENSE	DIPLOMASI PERTAHANAN	DEFENSE DIPLOMACY
29	RUMPUN ILMU SOSIAL	SOCIAL SCIENCES	PERTAHANAN	DEFENSE	DAMAI DAN RESOLUSI KONFLIK	PEACE AND CONFLICT RESOLUTION
30	RUMPUN ILMU SOSIAL	SOCIAL SCIENCES	PERTAHANAN	DEFENSE	STRATEGI PERTAHANAN UDARA	AIR DEFENSE STRATEGY
31	RUMPUN ILMU SOSIAL	SOCIAL SCIENCES	PERTAHANAN	DEFENSE	STUDI KEAMANAN DAN TERORISME	TERRORISM AND SECURITY STUDIES
32	RUMPUN ILMU SOSIAL	SOCIAL SCIENCES	PSIKOLOGI	PSYCHOLOGY	PSIKOLOGI TERAPAN	APPLIED PSYCHOLOGY
33	RUMPUN ILMU SOSIAL	SOCIAL SCIENCES	PSIKOLOGI	PSYCHOLOGY	PSIKOLOGI KLINIS	CLINICAL PSYCHOLOGY
34	RUMPUN ILMU SOSIAL	SOCIAL SCIENCES	PSIKOLOGI	PSYCHOLOGY	PSIKOLOGI	PSYCHOLOGY
35	RUMPUN ILMU SOSIAL	SOCIAL SCIENCES	SOSIAL	SOCIAL	SOSIOLOGI PEDESAAN	RURAL SOCIOLOGY
36	RUMPUN ILMU SOSIAL	SOCIAL SCIENCES	SOSIAL	SOCIAL	KAJIAN SLAVIA	SLAVIC STUDIES
37	RUMPUN ILMU SOSIAL	SOCIAL SCIENCES	SOSIAL	SOCIAL	PEMBANGUNAN SOSIAL	SOCIAL DEVELOPMENT
38	RUMPUN ILMU SOSIAL	SOCIAL SCIENCES	SOSIAL	SOCIAL	KEPENDUDUKAN	DEMOGRAPHY
39	RUMPUN ILMU SOSIAL	SOCIAL SCIENCES	SOSIAL	SOCIAL	KRIMINOLOGI	CRIMINOLOGY
40	RUMPUN ILMU SOSIAL	SOCIAL SCIENCES	SOSIAL	SOCIAL	SAINS ATAU ILMU KEPOLISIAN	POLICE SCIENCE
41	RUMPUN ILMU SOSIAL	SOCIAL SCIENCES	SOSIAL	SOCIAL	KAJIAN BUDAYA	CULTURAL STUDIES
42	RUMPUN ILMU SOSIAL	SOCIAL SCIENCES	SOSIAL	SOCIAL	KAJIAN JERMAN	GERMAN STUDIES
43	RUMPUN ILMU SOSIAL	SOCIAL SCIENCES	SOSIAL	SOCIAL	KAJIAN BUDAYA DAN MEDIA	CULTURAL AND MEDIA STUDIES
44	RUMPUN ILMU SOSIAL	SOCIAL SCIENCES	SOSIAL	SOCIAL	KAJIAN BUDAYA DAN TRADISI LISAN	CULTURAL STUDIES AND ORAL TRADITIONS
45	RUMPUN ILMU SOSIAL	SOCIAL SCIENCES	SOSIAL	SOCIAL	KAJIAN GENDER	GENDER STUDIES
46	RUMPUN ILMU SOSIAL	SOCIAL SCIENCES	SOSIAL	SOCIAL	KAJIAN KOREA	KOREAN STUDIES
47	RUMPUN ILMU SOSIAL	SOCIAL SCIENCES	SOSIAL	SOCIAL	KAJIAN MINANGKABAU	MINANGKABAU STUDIES
48	RUMPUN ILMU SOSIAL	SOCIAL SCIENCES	SOSIAL	SOCIAL	KAJIAN PERANCIS	FRANCE STUDIES
49	RUMPUN ILMU SOSIAL	SOCIAL SCIENCES	SOSIAL	SOCIAL	KAJIAN PERKOTAAN	URBAN STUDIES
50	RUMPUN ILMU SOSIAL	SOCIAL SCIENCES	SOSIAL	SOCIAL	KAJIAN JEPANG	JAPAN STUDIES
51	RUMPUN ILMU SOSIAL	SOCIAL SCIENCES	SOSIAL	SOCIAL	KAJIAN JAWA	JAVA STUDIES
52	RUMPUN ILMU SOSIAL	SOCIAL SCIENCES	SOSIAL	SOCIAL	KAJIAN BUGIS	BUGIS STUDIES
53	RUMPUN ILMU SOSIAL	SOCIAL SCIENCES	SOSIAL	SOCIAL	KAJIAN PEREMPUAN	WOMAN STUDIES
1	RUMPUN ILMU SOSIAL	SOCIAL SCIENCES	SOSIAL	SOCIAL	ANTROPOLOGI SOSIAL	SOCIAL ANTHROPOLOGY
2	RUMPUN ILMU SOSIAL	SOCIAL SCIENCES	SOSIAL	SOCIAL	ILMU ATAU SAINS POLITIK	POLITICAL SCIENCE
3	RUMPUN ILMU SOSIAL	SOCIAL SCIENCES	SOSIAL	SOCIAL	HUBUNGAN INTERNASIONAL	INTERNATIONAL RELATIONS
4	RUMPUN ILMU SOSIAL	SOCIAL SCIENCES	SOSIAL	SOCIAL	ARKEOLOGI	ARCHAEOLOGY
5	RUMPUN ILMU SOSIAL	SOCIAL SCIENCES	SOSIAL	SOCIAL	KAJIAN ARAB	ARABIC STUDIES
6	RUMPUN ILMU SOSIAL	SOCIAL SCIENCES	SOSIAL	SOCIAL	ANTROPOLOGI BUDAYA	CULTURAL ANTHROPOLOGY
7	RUMPUN ILMU SOSIAL	SOCIAL SCIENCES	SOSIAL	SOCIAL	KAJIAN ASEAN	ASEAN STUDIES
8	RUMPUN ILMU SOSIAL	SOCIAL SCIENCES	SOSIAL	SOCIAL	KAJIAN ASIA	ASIAN STUDIES
9	RUMPUN ILMU SOSIAL	SOCIAL SCIENCES	SOSIAL	SOCIAL	KAJIAN AMERIKA	AMERICAN STUDIES
10	RUMPUN ILMU SOSIAL	SOCIAL SCIENCES	SOSIAL	SOCIAL	KAJIAN TIMUR TENGAH DAN ISLAM	ISLAMIC AND MIDDLE EAST STUDIES
11	RUMPUN ILMU SOSIAL	SOCIAL SCIENCES	SOSIAL	SOCIAL	KAJIAN TIONGKOK ATAU SINOLOGI	CHINA STUDIES
12	RUMPUN ILMU SOSIAL	SOCIAL SCIENCES	SOSIAL	SOCIAL	ANTROPOLOGI	ANTHROPOLOGY
13	RUMPUN ILMU SOSIAL	SOCIAL SCIENCES	SOSIAL	SOCIAL	KAJIAN BATAK	BATAK STUDIES
14	RUMPUN ILMU SOSIAL	SOCIAL SCIENCES	SOSIAL	SOCIAL	STUDI ATAU ILMU PEMERINTAHAN	GOVERNMENT STUDIES
15	RUMPUN ILMU SOSIAL	SOCIAL SCIENCES	SOSIAL	SOCIAL	PEMBANGUNAN WILAYAH	REGIONAL DEVELOPMENT
16	RUMPUN ILMU SOSIAL	SOCIAL SCIENCES	SOSIAL	SOCIAL	SOSIOLOGI	SOCIOLOGY
17	RUMPUN ILMU SOSIAL	SOCIAL SCIENCES	SOSIAL	SOCIAL	STUDI PEMBANGUNAN	DEVELOPMENT STUDIES
18	RUMPUN ILMU SOSIAL	SOCIAL SCIENCES	SOSIAL	SOCIAL	STUDI PERTAHANAN	DEFENSE STUDIES
19	RUMPUN ILMU SOSIAL	SOCIAL SCIENCES	SOSIAL	SOCIAL	SOSIOLOGI PERDESAAN	RURAL SOCIOLOGY
20	RUMPUN ILMU SOSIAL	SOCIAL SCIENCES	SOSIAL	SOCIAL	SOSIOLOGI AGAMA	RELIGION SOCIOLOGY
21	RUMPUN ILMU SOSIAL	SOCIAL SCIENCES	SOSIAL	SOCIAL	KAJIAN BELANDA	DUTCH STUDIES
22	RUMPUN ILMU SOSIAL	SOCIAL SCIENCES	SOSIAL	SOCIAL	STUDI KEBIJAKAN	POLICY STUDIES
23	RUMPUN ILMU SOSIAL	SOCIAL SCIENCES	SOSIAL	SOCIAL	KAJIAN ACEH	ACEH STUDIES
24	RUMPUN ILMU SOSIAL	SOCIAL SCIENCES	SOSIAL	SOCIAL	KAJIAN SUNDA	SUNDANESE STUDIES
25	RUMPUN ILMU SOSIAL	SOCIAL SCIENCES	SOSIAL	SOCIAL	STUDI KEBIJAKAN PUBLIK	PUBLIC POLICY STUDIES
26	RUMPUN ILMU SOSIAL	SOCIAL SCIENCES	SOSIAL	SOCIAL	KAJIAN INDONESIA	INDONESIAN STUDIES
27	RUMPUN ILMU SOSIAL	SOCIAL SCIENCES	SOSIAL	SOCIAL	KAJIAN INGGRIS	ENGLISH STUDIES
28	RUMPUN ILMU SOSIAL	SOCIAL SCIENCES	SOSIAL	SOCIAL	KAJIAN TIMUR TENGAH	MIDDLE EAST STUDIES
29	RUMPUN ILMU SOSIAL	SOCIAL SCIENCES	SOSIAL	SOCIAL	KAJIAN WILAYAH EROPA	EUROPEAN STUDIES
1	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	ARSITEKTUR, DESAIN, DAN PERENCANAAN-ARSITEKTUR	ARCHITECTURE, DESIGN, AND PLANNING-ARCHITECTURE	ARSITEKTUR BANGUNAN GEDUNG	BUILDING ARCHITECTURE
2	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	ARSITEKTUR, DESAIN, DAN PERENCANAAN-ARSITEKTUR	ARCHITECTURE, DESIGN, AND PLANNING-ARCHITECTURE	PERTAMANAN	LANDSCAPE MANAGEMENT
3	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	ARSITEKTUR, DESAIN, DAN PERENCANAAN-ARSITEKTUR	ARCHITECTURE, DESIGN, AND PLANNING-ARCHITECTURE	GAMBAR ARSITEKTUR	ARCHITECTURAL DRAFTING
4	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	ARSITEKTUR, DESAIN, DAN PERENCANAAN-ARSITEKTUR	ARCHITECTURE, DESIGN, AND PLANNING-ARCHITECTURE	ARSITEKTUR	ARCHITECTURE
5	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	ARSITEKTUR, DESAIN, DAN PERENCANAAN-ARSITEKTUR	ARCHITECTURE, DESIGN, AND PLANNING-ARCHITECTURE	ARSITEKTUR LANSKAP	LANDSCAPE ARCHITECTURE
6	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	ARSITEKTUR, DESAIN, DAN PERENCANAAN-DESAIN	ARCHITECTURE, DESIGN, AND PLANNING-DESIGN	DESAIN MODE BATIK	BATIK FASHION DESIGN
7	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	ARSITEKTUR, DESAIN, DAN PERENCANAAN-DESAIN	ARCHITECTURE, DESIGN, AND PLANNING-DESIGN	PENDIDIKAN PROFESI ARSITEK	ARCHITECT PROFESSION EDUCATION
8	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	ARSITEKTUR, DESAIN, DAN PERENCANAAN-DESAIN	ARCHITECTURE, DESIGN, AND PLANNING-DESIGN	ERGONOMI	ERGONOMICS
9	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	ARSITEKTUR, DESAIN, DAN PERENCANAAN-DESAIN	ARCHITECTURE, DESIGN, AND PLANNING-DESIGN	DESAIN KOMUNIKASI VISUAL	VISUAL COMMUNICATION DESIGN
10	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	ARSITEKTUR, DESAIN, DAN PERENCANAAN-DESAIN	ARCHITECTURE, DESIGN, AND PLANNING-DESIGN	DESAIN PRODUK INDUSTRI	INDUSTRIAL PRODUCT DESIGN
11	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	ARSITEKTUR, DESAIN, DAN PERENCANAAN-DESAIN	ARCHITECTURE, DESIGN, AND PLANNING-DESIGN	DESAIN MODE	FASHION DESIGN
12	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	ARSITEKTUR, DESAIN, DAN PERENCANAAN-DESAIN	ARCHITECTURE, DESIGN, AND PLANNING-DESIGN	DESAIN PRODUK	PRODUCT DESIGN
13	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	ARSITEKTUR, DESAIN, DAN PERENCANAAN-DESAIN	ARCHITECTURE, DESIGN, AND PLANNING-DESIGN	DESAIN INTERIOR	INTERIOR DESIGN
14	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	ARSITEKTUR, DESAIN, DAN PERENCANAAN-DESAIN	ARCHITECTURE, DESIGN, AND PLANNING-DESIGN	DESAIN	DESIGN
15	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	ARSITEKTUR, DESAIN, DAN PERENCANAAN-DESAIN	ARCHITECTURE, DESIGN, AND PLANNING-DESIGN	DESAIN BUSANA	APPAREL DESIGN
16	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	ARSITEKTUR, DESAIN, DAN PERENCANAAN-DESAIN	ARCHITECTURE, DESIGN, AND PLANNING-DESIGN	DESAIN DIGITAL	DIGITAL DESIGN
17	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	ARSITEKTUR, DESAIN, DAN PERENCANAAN-DESAIN	ARCHITECTURE, DESIGN, AND PLANNING-DESIGN	DESAIN PRODUK KAYU DAN SERAT	WOOD AND FIBER PRODUCT DESIGN
18	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	ARSITEKTUR, DESAIN, DAN PERENCANAAN-DESAIN	ARCHITECTURE, DESIGN, AND PLANNING-DESIGN	DESAIN MODE TENUN	WOVEN FASHION DESIGN
19	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	ARSITEKTUR, DESAIN, DAN PERENCANAAN-DESAIN	ARCHITECTURE, DESIGN, AND PLANNING-DESIGN	DESAIN GRAFIS	GRAPHIC DESIGN
20	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	ARSITEKTUR, DESAIN, DAN PERENCANAAN-DESAIN	ARCHITECTURE, DESIGN, AND PLANNING-DESIGN	DESAIN PANGGUNG	STAGE DESIGN
21	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	ARSITEKTUR, DESAIN, DAN PERENCANAAN-DESAIN	ARCHITECTURE, DESIGN, AND PLANNING-DESIGN	DESAIN PRODUK KULIT, KARET, DAN PLASTIK	LEATHER, RUBBER AND PLASTIC PRODUCT DESIGN
22	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	ARSITEKTUR, DESAIN, DAN PERENCANAAN-DESAIN	ARCHITECTURE, DESIGN, AND PLANNING-DESIGN	DESAIN TEKSTIL	TEXTILE DESIGN
23	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	ARSITEKTUR, DESAIN, DAN PERENCANAAN-DESAIN	ARCHITECTURE, DESIGN, AND PLANNING-DESIGN	MULTIMEDIA	MULTIMEDIA
24	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	ARSITEKTUR, DESAIN, DAN PERENCANAAN-DESAIN	ARCHITECTURE, DESIGN, AND PLANNING-DESIGN	PEMBUATAN PAPAN TANDA	SIGNBOARD MAKING
25	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	ARSITEKTUR, DESAIN, DAN PERENCANAAN-DESAIN	ARCHITECTURE, DESIGN, AND PLANNING-DESIGN	PEMBUATAN POLA GARMEN	GARMENT PATTERNMAKING
26	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	ARSITEKTUR, DESAIN, DAN PERENCANAAN-DESAIN	ARCHITECTURE, DESIGN, AND PLANNING-DESIGN	TEKNOLOGI CETAK	PRINTING TECHNOLOGY
27	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	ARSITEKTUR, DESAIN, DAN PERENCANAAN-DESAIN	ARCHITECTURE, DESIGN, AND PLANNING-DESIGN	PERCETAKAN	PRINTING
28	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	ARSITEKTUR, DESAIN, DAN PERENCANAAN-PERENCANAAN WILAYAH	ARCHITECTURE, DESIGN, AND PLANNING-REGIONAL PLANNING	RANCANG KOTA	URBAN DESIGN
29	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	ARSITEKTUR, DESAIN, DAN PERENCANAAN-PERENCANAAN WILAYAH	ARCHITECTURE, DESIGN, AND PLANNING-REGIONAL PLANNING	PERENCANAAN WILAYAH DAN PERDESAAN	REGIONAL AND RURAL PLANNING
30	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	ARSITEKTUR, DESAIN, DAN PERENCANAAN-PERENCANAAN WILAYAH	ARCHITECTURE, DESIGN, AND PLANNING-REGIONAL PLANNING	PERENCANAAN KEPARIWISATAAN	TOURISM PLANNING
31	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	ARSITEKTUR, DESAIN, DAN PERENCANAAN-PERENCANAAN WILAYAH	ARCHITECTURE, DESIGN, AND PLANNING-REGIONAL PLANNING	PERENCANAAN KOTA	URBAN PLANNING
32	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	ARSITEKTUR, DESAIN, DAN PERENCANAAN-PERENCANAAN WILAYAH	ARCHITECTURE, DESIGN, AND PLANNING-REGIONAL PLANNING	PERENCANAAN WILAYAH DAN KOTA	REGIONAL AND URBAN PLANNING
33	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	ARSITEKTUR, DESAIN, DAN PERENCANAAN-PERENCANAAN WILAYAH	ARCHITECTURE, DESIGN, AND PLANNING-REGIONAL PLANNING	PERENCANAAN WILAYAH	REGIONAL PLANNING
1	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	BISNIS-ADMINISTRASI BISNIS	BUSINESS-BUSINESS ADMINISTRATION	ADMINISTRASI KEUANGAN PUBLIK	PUBLIC FINANCE ADMINISTRATION
2	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	BISNIS-ADMINISTRASI BISNIS	BUSINESS-BUSINESS ADMINISTRATION	ADMINISTRASI PERKANTORAN KEIMIGRASIAN	IMMIGRATION OFFICE ADMINISTRATION
3	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	BISNIS-ADMINISTRASI BISNIS	BUSINESS-BUSINESS ADMINISTRATION	ADMINISTRASI BISNIS OTOMOTIF	AUTOMOTIVE BUSINESS ADMINISTRATION
4	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	BISNIS-ADMINISTRASI BISNIS	BUSINESS-BUSINESS ADMINISTRATION	ADMINISTRASI BISNIS	BUSINESS ADMINISTRATION
5	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	BISNIS-AKUNTANSI	BUSINESS-ACCOUNTING	AKUNTANSI BISNIS DIGITAL	DIGITAL BUSINESS ACCOUNTING
6	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	BISNIS-AKUNTANSI	BUSINESS-ACCOUNTING	AKUNTANSI PERPAJAKAN	TAX ACCOUNTING
7	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	BISNIS-AKUNTANSI	BUSINESS-ACCOUNTING	AKUNTANSI SEKTOR PUBLIK	PUBLIC SECTOR ACCOUNTING
8	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	BISNIS-AKUNTANSI	BUSINESS-ACCOUNTING	AKUNTANSI LEMBAGA KEUANGAN SYARIAH	SYARIAH ACCOUNTING
